locus_name,Col_reads_Col_Cvi,Cvi_reads_Col_Cvi,Col_reads_Cvi_Col,Cvi_reads_Cvi_Col
AT3G23200,1,2,6,6
AT3G23210,8,9,10,14
AT3G23255,52,39,94,69
AT3G23260,23,4,30,16
AT3G23280,328,258,418,392
AT3G23290,23,17,33,33
AT3G23300,69,60,94,86
AT3G23310,160,103,196,131
AT3G23325,91,38,79,31
AT3G23330,6,9,12,19
AT3G23370,109,84,134,109
AT3G23400,228,168,272,260
AT3G23410,8,7,7,4
AT3G23440,3,4,10,6
AT3G23450,25,75,36,109
AT3G23470,59,20,50,14
AT3G23540,6,7,12,11
AT3G23560,23,10,49,17
AT3G23570,38,4,16,4
AT3G23580,243,153,277,246
AT3G23590,113,113,164,119
AT3G23600,36,21,55,49
AT3G23605,26,18,32,31
AT3G23610,1,2,4,4
AT3G23620,130,192,218,317
AT3G23640,262,244,428,424
AT3G23660,98,66,167,107
AT3G23670,143,127,233,216
AT3G23690,23,32,26,34
AT3G23700,2,6,2,8
AT3G23710,43,40,64,92
AT3G23730,183,60,232,100
AT3G23740,202,52,277,48
AT3G23750,55,43,72,87
AT3G23790,6,7,19,19
AT3G23820,62,49,75,74
AT3G23840,18,5,22,2
AT3G23900,99,112,140,159
AT3G23910,27,25,45,50
AT3G23920,104,98,192,157
AT3G23940,53,45,50,51
AT3G23980,33,41,52,40
AT3G23990,283,275,290,302
AT3G24000,3,3,9,9
AT3G24010,78,50,76,100
AT3G24030,3,1,5,4
AT3G24040,97,52,113,95
AT3G24050,159,83,195,130
AT3G24070,10,87,31,152
AT3G24080,99,94,114,138
AT3G24100,121,153,214,237
AT3G24150,9,19,19,18
AT3G24160,85,62,145,117
AT3G24170,69,47,56,60
AT3G24180,89,95,141,176
AT3G24190,31,25,46,44
AT3G24200,90,63,90,93
AT3G24240,60,56,117,107
AT3G24250,1883,2299,2220,2524
AT3G24255,0,15,1,12
AT3G24300,1,3,1,11
AT3G24315,26,28,61,57
AT3G24320,53,53,84,79
AT3G24340,94,70,113,124
AT3G24350,60,54,136,125
AT3G24360,7,5,6,2
AT3G24420,118,149,209,321
AT3G24430,42,28,62,80
AT3G24440,105,114,182,162
AT3G24460,3,10,8,12
AT3G24480,522,483,752,603
AT3G24490,15,23,28,31
AT3G24495,105,81,125,145
AT3G24503,198,177,336,369
AT3G24506,324,127,519,214
AT3G24515,204,123,294,210
AT3G24516,1,23,0,44
AT3G24517,0,21,0,31
AT3G24518,0,20,1,45
AT3G24520,8,2,21,6
AT3G24530,698,633,915,892
AT3G24550,918,529,1106,633
AT3G24560,124,67,159,99
AT3G24570,545,364,801,570
AT3G24590,134,150,169,202
AT3G24600,128,31,150,68
AT3G24630,86,48,139,80
AT3G24650,839,849,1529,1359
AT3G24660,1017,528,1217,842
AT3G24670,58,39,104,66
AT3G24690,16,0,15,25
AT3G24730,55,74,95,91
AT3G24740,31,21,49,51
AT3G24780,6,0,6,5
AT3G24800,12,4,15,18
AT3G24820,38,40,49,32
AT3G24830,5803,4543,8002,8048
AT3G24840,24,24,37,48
AT3G24860,15,7,10,17
AT3G24870,105,39,132,63
AT3G24880,22,14,41,12
AT3G24890,46,27,53,42
AT3G24900,2,1,10,5
AT3G24982,11,1,19,5
AT3G25010,30,9,23,17
AT3G25013,25,5,29,17
AT3G25014,0,4,7,5
AT3G25020,6,3,9,7
AT3G25030,254,232,354,286
AT3G25040,610,445,788,589
AT3G25060,13,15,34,26
AT3G25070,243,109,354,201
AT3G25100,211,143,233,221
AT3G25110,1413,923,1243,976
AT3G25120,125,143,146,239
AT3G25130,10,9,25,20
AT3G25140,1009,653,1118,733
AT3G25150,1455,1168,2073,1794
AT3G25160,20,28,6,8
AT3G25210,30,47,59,57
AT3G25220,54,40,42,30
AT3G25230,639,599,892,1091
AT3G25250,98,109,121,146
AT3G25260,10,7,29,43
AT3G25280,109,308,75,377
AT3G25290,20,17,10,21
AT3G25430,86,51,99,78
AT3G25440,142,190,184,281
AT3G25470,119,100,158,196
AT3G25480,38,60,60,108
AT3G25510,3,2,5,6
AT3G25520,1319,1181,1861,1725
AT3G25530,356,276,491,418
AT3G25540,178,146,248,290
AT3G25545,19,8,18,9
AT3G25560,7,5,21,31
AT3G25580,79,73,131,139
AT3G25585,18,23,27,24
AT3G25590,4,3,2,4
AT3G25600,35,31,86,61
AT3G25610,8,3,14,12
AT3G25640,2,3,6,5
AT3G25660,1295,760,1589,1158
AT3G25670,7,1,18,11
AT3G25680,98,96,144,147
AT3G25690,80,80,165,186
AT3G25700,17,28,22,22
AT3G25710,38,21,41,38
AT3G25740,11,23,20,34
AT3G25750,3,1,18,37
AT3G25780,11,51,11,81
AT3G25800,195,150,223,236
AT3G25805,34,30,70,64
AT3G25840,10,19,17,22
AT3G25860,2864,1779,3106,1937
AT3G25870,51,11,48,10
AT3G25882,94,43,131,32
AT3G25890,30,23,68,67
AT3G25900,62,45,94,70
AT3G25905,37,27,49,68
AT3G25910,441,312,743,600
AT3G25920,4171,2534,6457,4389
AT3G25940,19,25,43,40
AT3G25970,156,109,255,175
AT3G25980,168,232,246,269
AT3G26000,29,31,53,52
AT3G26020,95,98,130,130
AT3G26030,11,15,40,32
AT3G26040,5,10,7,16
AT3G26050,115,139,138,175
AT3G26060,520,268,602,435
AT3G26070,660,512,825,871
AT3G26080,70,172,206,271
AT3G26085,36,27,115,62
AT3G26090,47,21,50,31
AT3G26100,57,36,91,91
AT3G26110,3,4,1,3
AT3G26115,129,124,124,140
AT3G26120,15,6,28,19
AT3G26130,1,39,0,72
AT3G26240,69,9,222,30
AT3G26270,1,3,11,16
AT3G26290,49,2,23,3
AT3G26300,10,1,12,10
AT3G26310,3,3,5,2
AT3G26330,11,8,15,23
AT3G26340,152,86,148,106
AT3G26350,17,5,46,17
AT3G26360,322,156,388,253
AT3G26370,276,228,353,322
AT3G26380,401,343,598,625
AT3G26400,247,204,334,300
AT3G26410,346,275,379,347
AT3G26420,33,16,36,15
AT3G26430,19,7,42,16
AT3G26445,12,17,22,28
AT3G26450,56,65,83,25
AT3G26480,12,96,22,141
AT3G26510,36,21,66,63
AT3G26540,58,34,110,83
AT3G26560,63,63,76,97
AT3G26570,1748,1401,2840,2426
AT3G26580,283,234,432,380
AT3G26590,1,0,11,7
AT3G26600,26,24,43,34
AT3G26612,7,0,13,2
AT3G26618,29,13,43,48
AT3G26630,28,14,32,36
AT3G26640,17,9,12,5
AT3G26650,2251,2269,4184,4776
AT3G26680,7,6,18,16
AT3G26690,10,13,24,49
AT3G26710,107,63,162,119
AT3G26720,365,282,473,406
AT3G26730,895,472,1344,974
AT3G26740,33,27,80,56
AT3G26742,17,18,13,29
AT3G26744,649,747,681,1052
AT3G26750,68,47,80,63
AT3G26760,37,44,78,115
AT3G26770,6,5,5,8
AT3G26780,95,69,83,81
AT3G26782,37,22,32,27
AT3G26790,329,244,397,468
AT3G26800,0,25,0,30
AT3G26810,4,4,15,13
AT3G26840,7,2,2,2
AT3G26850,71,57,107,97
AT3G26890,67,51,155,175
AT3G26900,331,412,497,636
AT3G26910,350,340,505,499
AT3G26920,89,67,147,125
AT3G26922,76,85,133,135
AT3G26932,127,77,191,135
AT3G26935,173,75,193,117
AT3G26950,171,173,202,220
AT3G26980,486,306,551,477
AT3G26990,401,299,469,458
AT3G27000,50,50,115,94
AT3G27010,36,27,49,27
AT3G27020,1620,1145,2183,1787
AT3G27025,7,0,9,2
AT3G27030,70,74,100,74
AT3G27040,6,20,5,26
AT3G27050,45,36,62,71
AT3G27060,368,328,358,382
AT3G27090,67,30,56,42
AT3G27100,32,39,79,69
AT3G27110,6,8,7,13
AT3G27150,58,26,57,17
AT3G27160,552,293,1018,642
AT3G27180,49,51,59,58
AT3G27210,74,93,61,55
AT3G27220,20,17,32,18
AT3G27230,100,57,92,80
AT3G27240,279,292,321,317
AT3G27250,7,4,5,5
AT3G27260,705,562,818,825
AT3G27270,15,19,26,23
AT3G27280,111,113,150,144
AT3G27290,14,11,10,14
AT3G27300,49,16,90,28
AT3G27310,19,12,31,30
AT3G27320,66,53,82,63
AT3G27325,102,92,110,114
AT3G27330,58,49,78,65
AT3G27340,123,27,119,23
AT3G27350,194,112,327,270
AT3G27360,1707,1566,1576,1478
AT3G27380,305,304,401,375
AT3G27390,56,51,66,65
AT3G27400,5,3,5,2
AT3G27420,367,245,460,355
AT3G27430,1306,1057,1371,1329
AT3G27440,4,0,4,4
AT3G27460,9,8,23,18
AT3G27470,141,61,147,69
AT3G27490,10,0,23,0
AT3G27500,7,0,11,0
AT3G27520,21,21,18,31
AT3G27530,1301,1104,1878,1602
AT3G27540,118,111,106,129
AT3G27550,74,74,105,101
AT3G27560,244,177,303,236
AT3G27570,138,96,168,142
AT3G27580,33,12,56,26
AT3G27610,11,23,26,23
AT3G27640,21,30,36,47
AT3G27660,4903,3606,6943,5753
AT3G27670,76,118,122,177
AT3G27690,584,287,993,686
AT3G27700,55,38,100,93
AT3G27730,4,4,5,10
AT3G27750,68,112,111,137
AT3G27770,192,237,411,422
AT3G27785,11,3,12,35
AT3G27830,61,40,46,43
AT3G27850,1507,839,2803,1750
AT3G27860,29,23,45,79
AT3G27870,48,24,114,45
AT3G27880,31,17,29,41
AT3G27890,15,12,31,25
AT3G27906,168,69,227,110
AT3G27925,89,96,157,196
AT3G27930,46,47,48,109
AT3G27940,0,10,0,6
AT3G27980,17,7,17,11
AT3G27990,18,17,22,60
AT3G28030,140,108,274,205
AT3G28040,748,722,1246,1159
AT3G28050,237,131,275,202
AT3G28070,7,4,14,9
AT3G28130,37,22,34,30
AT3G28140,113,46,150,75
AT3G28150,182,127,164,160
AT3G28153,7,102,6,314
AT3G28180,9,7,15,16
AT3G28200,209,142,284,157
AT3G28220,0,4,5,27
AT3G28340,88,63,105,87
AT3G28345,293,267,433,446
AT3G28360,4,0,1,77
AT3G28370,18,30,23,35
AT3G28380,11,2,12,11
AT3G28415,27,15,32,17
AT3G28430,72,56,80,79
AT3G28450,190,170,230,266
AT3G28460,31,23,35,39
AT3G28480,44,25,70,60
AT3G28500,33,3,82,39
AT3G28540,4,0,13,9
AT3G28620,4,0,5,2
AT3G28630,10,1,13,0
AT3G28640,4,8,2,8
AT3G28660,32,19,43,33
AT3G28670,311,267,383,395
AT3G28690,175,118,226,173
AT3G28700,61,54,70,78
AT3G28710,984,572,1273,776
AT3G28715,682,515,882,827
AT3G28720,603,485,736,781
AT3G28730,284,171,378,260
AT3G28750,2,4,4,11
AT3G28860,2118,1664,2633,2529
AT3G28880,8,9,14,7
AT3G28900,2290,1874,2980,2804
AT3G28910,143,155,172,196
AT3G28920,185,172,231,227
AT3G28930,12,9,11,14
AT3G28940,1046,990,1528,1602
AT3G28950,37,32,55,47
AT3G28956,6,7,10,11
AT3G29075,134,33,234,88
AT3G29090,362,204,398,324
AT3G29100,67,70,90,121
AT3G29130,70,79,82,118
AT3G29140,7,2,5,9
AT3G29160,36,35,96,81
AT3G29170,17,14,21,15
AT3G29180,228,180,330,338
AT3G29185,218,164,288,252
AT3G29200,43,28,53,33
AT3G29230,155,133,273,210
AT3G29240,20,24,98,55
AT3G29270,4,2,8,7
AT3G29280,39,23,52,38
AT3G29290,18,21,28,18
AT3G29300,115,122,130,141
AT3G29310,159,102,174,152
AT3G29320,393,280,707,627
AT3G29350,18,15,12,16
AT3G29360,1492,1143,1460,1300
AT3G29375,150,89,244,161
AT3G29385,168,121,233,140
AT3G29390,130,119,218,185
AT3G29400,25,20,58,40
AT3G29575,316,256,461,407
AT3G29633,1,4,0,10
AT3G29644,83,1,86,0
AT3G29760,3,5,20,15
AT3G29770,571,309,734,352
AT3G29810,20,4,20,16
AT3G30180,63,47,140,144
AT3G30280,10,0,51,9
AT3G30300,763,482,1139,767
AT3G30350,116,62,190,105
AT3G30380,92,120,149,181
AT3G30390,580,504,993,999
AT3G30720,41,142,90,265
AT3G30775,5505,3784,14747,10585
AT3G30841,41,29,59,70
AT3G30842,0,0,4,8
AT3G32930,366,306,529,495
AT3G32940,102,86,124,106
AT3G33530,24,13,27,22
AT3G42052,3,1,4,6
AT3G42180,4,1,6,2
AT3G42473,9,0,8,38
AT3G42660,746,429,890,667
AT3G42670,132,99,230,192
AT3G42725,26,27,26,26
AT3G42800,27,17,50,29
AT3G42830,8,1,12,24
AT3G42850,1,1,2,22
AT3G42860,65,41,88,90
AT3G42950,40,27,38,20
AT3G43110,212,70,219,57
AT3G43210,522,354,841,579
AT3G43220,44,32,64,55
AT3G43230,154,114,294,252
AT3G43240,710,614,869,784
AT3G43270,78,37,64,40
AT3G43300,310,249,521,481
AT3G43430,6,5,16,9
AT3G43505,87,34,199,505
AT3G43520,524,429,660,684
AT3G43540,108,81,144,139
AT3G43580,44,26,60,46
AT3G43590,86,97,149,144
AT3G43600,30,25,51,56
AT3G43610,141,129,227,230
AT3G43670,170,35,863,82
AT3G43700,39,36,84,59
AT3G43720,928,1006,1058,1107
AT3G43740,145,55,247,135
AT3G43790,6,3,9,1
AT3G43810,1783,1422,2086,1962
AT3G43833,0,274,0,331
AT3G43840,7,1,16,7
AT3G43850,0,1,2,25
AT3G43920,200,131,264,281
AT3G43930,30,5,22,10
AT3G43960,320,50,262,26
AT3G43980,914,910,1212,1659
AT3G44010,4874,2570,5847,3959
AT3G44020,47,46,82,96
AT3G44050,117,96,127,185
AT3G44060,11,12,10,32
AT3G44100,353,310,352,353
AT3G44110,152,150,162,150
AT3G44150,202,184,219,231
AT3G44160,118,106,196,181
AT3G44190,560,435,624,635
AT3G44200,24,13,37,37
AT3G44220,4,3,4,2
AT3G44260,600,1093,549,1118
AT3G44280,156,117,277,177
AT3G44290,8,12,6,6
AT3G44300,477,571,909,1188
AT3G44310,778,565,1198,1007
AT3G44320,46,68,79,110
AT3G44330,530,283,719,456
AT3G44340,255,214,445,446
AT3G44370,12,7,24,34
AT3G44380,203,71,229,95
AT3G44400,42,82,49,126
AT3G44450,2,0,10,5
AT3G44460,581,513,792,789
AT3G44480,113,9,192,25
AT3G44530,94,71,99,126
AT3G44590,1373,1177,1576,1620
AT3G44600,516,372,579,471
AT3G44610,197,121,277,178
AT3G44620,390,318,473,525
AT3G44630,253,20,367,44
AT3G44670,99,111,208,178
AT3G44713,19,6,26,5
AT3G44716,26,90,41,143
AT3G44720,1038,503,1148,736
AT3G44730,47,47,60,112
AT3G44735,11,10,72,50
AT3G44740,51,9,105,14
AT3G44750,891,621,1006,921
AT3G44770,10,1,15,0
AT3G44790,18,8,24,2
AT3G44800,13,17,17,27
AT3G44820,9,3,17,4
AT3G44830,35,24,42,28
AT3G44850,12,7,9,20
AT3G44880,109,100,166,153
AT3G44890,699,716,1030,1244
AT3G44900,21,9,48,23
AT3G44940,102,90,116,107
AT3G44960,99,25,161,51
AT3G44990,1,5,2,10
AT3G45000,6,11,7,13
AT3G45010,76,53,198,356
AT3G45020,186,100,216,153
AT3G45030,829,760,804,819
AT3G45040,23,26,50,32
AT3G45050,44,24,44,59
AT3G45090,75,65,96,121
AT3G45093,4,1,7,8
AT3G45100,23,21,34,24
AT3G45130,7,6,7,30
AT3G45140,77,7,38,2
AT3G45190,188,193,218,264
AT3G45210,12,9,18,14
AT3G45230,43,45,53,73
AT3G45240,2,2,1,11
AT3G45248,16,2,44,58
AT3G45260,41,27,45,38
AT3G45300,276,132,395,212
AT3G45310,179,110,313,197
AT3G45390,2,23,7,37
AT3G45400,33,26,53,47
AT3G45410,12,12,14,9
AT3G45420,14,8,24,11
AT3G45430,24,3,55,26
AT3G45440,25,39,40,63
AT3G45443,58,5,88,13
AT3G45590,165,48,294,90
AT3G45600,133,102,176,129
AT3G45610,76,23,76,79
AT3G45620,41,44,55,55
AT3G45630,88,61,137,96
AT3G45638,16,12,12,17
AT3G45650,7,5,20,29
AT3G45740,48,39,89,83
AT3G45750,190,125,222,200
AT3G45770,57,31,36,56
AT3G45780,132,48,167,51
AT3G45820,0,9,0,11
AT3G45830,210,137,279,261
AT3G45850,44,35,76,101
AT3G45870,11,3,6,3
AT3G45880,48,29,41,65
AT3G45890,78,84,102,107
AT3G45900,98,94,188,181
AT3G45930,248,88,372,219
AT3G45970,159,132,141,306
AT3G45980,4775,2062,4371,2119
AT3G46000,388,293,464,438
AT3G46010,1167,837,1340,1100
AT3G46020,50,28,105,68
AT3G46030,3407,1492,3146,1755
AT3G46040,658,346,743,364
AT3G46060,134,121,162,147
AT3G46080,22,8,14,9
AT3G46090,13,6,9,1
AT3G46100,36,17,73,18
AT3G46110,19,12,53,23
AT3G46180,86,105,117,144
AT3G46200,14,6,24,12
AT3G46210,495,421,655,628
AT3G46220,910,766,1339,1350
AT3G46230,15,4,167,90
AT3G46240,5,0,3,7
AT3G46290,392,278,510,376
AT3G46430,86,24,189,22
AT3G46440,731,614,1040,892
AT3G46450,399,322,471,404
AT3G46460,96,37,126,59
AT3G46510,729,485,982,741
AT3G46540,58,51,66,107
AT3G46550,84,57,97,64
AT3G46580,143,84,200,138
AT3G46590,326,191,532,410
AT3G46600,343,286,927,819
AT3G46610,308,250,405,371
AT3G46620,311,304,285,314
AT3G46630,127,125,220,202
AT3G46640,356,140,626,284
AT3G46670,53,10,62,21
AT3G46680,12,3,14,14
AT3G46700,0,2,3,12
AT3G46730,19,27,96,99
AT3G46740,3397,3081,4304,4407
AT3G46780,2019,1587,3042,2613
AT3G46790,124,97,169,131
AT3G46830,461,340,507,423
AT3G46870,5,5,12,10
AT3G46890,1,2,2,14
AT3G46900,1,1,10,11
AT3G46910,5,2,13,2
AT3G46920,211,224,290,332
AT3G46930,36,19,46,38
AT3G46940,1444,1133,1357,1088
AT3G46950,89,82,107,124
AT3G46960,232,232,334,430
AT3G46970,761,723,1061,1003
AT3G46980,280,165,460,237
AT3G46990,187,123,264,188
AT3G47000,367,354,634,540
AT3G47010,80,96,128,146
AT3G47040,3,0,4,7
AT3G47050,0,5,0,7
AT3G47060,252,219,369,309
AT3G47070,1059,1084,1225,1384
AT3G47080,505,203,666,280
AT3G47110,15,15,25,30
AT3G47120,181,147,194,192
AT3G47160,280,211,487,347
AT3G47190,1,1,4,11
AT3G47290,99,85,132,133
AT3G47300,10,22,42,58
AT3G47340,20,3,812,434
AT3G47348,37,47,18,12
AT3G47350,413,205,568,347
AT3G47370,976,911,916,1110
AT3G47390,51,31,87,85
AT3G47420,60,11,193,88
AT3G47430,2,18,41,54
AT3G47450,122,89,182,170
AT3G47460,459,381,701,631
AT3G47470,7778,5582,11709,8988
AT3G47490,227,137,305,250
AT3G47500,154,85,414,270
AT3G47530,9,12,21,20
AT3G47550,63,37,84,109
AT3G47560,44,8,111,28
AT3G47570,16,6,32,11
AT3G47600,15,9,31,16
AT3G47620,190,124,364,262
AT3G47630,5,7,3,3
AT3G47640,53,81,79,90
AT3G47650,252,181,405,327
AT3G47660,9,7,27,16
AT3G47670,137,59,142,78
AT3G47675,24,23,27,45
AT3G47680,16,17,25,36
AT3G47690,141,89,189,169
AT3G47700,32,26,50,51
AT3G47730,274,224,331,322
AT3G47740,0,7,0,10
AT3G47750,26,168,45,249
AT3G47760,0,7,0,16
AT3G47780,16,10,29,11
AT3G47800,78,58,240,136
AT3G47830,6,2,9,8
AT3G47836,138,139,212,214
AT3G47840,4,1,7,8
AT3G47850,160,111,173,186
AT3G47860,73,68,128,84
AT3G47890,148,104,269,181
AT3G47910,310,249,385,390
AT3G47930,28,18,41,34
AT3G47940,9,12,7,3
AT3G47950,82,107,126,129
AT3G47960,97,93,97,105
AT3G47990,38,27,56,54
AT3G48000,45,46,83,125
AT3G48040,118,100,135,155
AT3G48050,273,164,444,299
AT3G48060,112,95,188,163
AT3G48070,94,88,114,140
AT3G48080,1,2,5,3
AT3G48090,9,13,18,19
AT3G48100,9,3,15,11
AT3G48110,155,136,196,201
AT3G48115,24,13,66,39
AT3G48120,37,49,53,51
AT3G48150,39,32,57,65
AT3G48160,37,26,27,28
AT3G48170,3,5,10,15
AT3G48190,101,78,147,163
AT3G48195,32,25,37,33
AT3G48200,37,51,69,89
AT3G48210,176,126,183,166
AT3G48240,114,100,330,303
AT3G48250,131,74,165,154
AT3G48280,6,6,30,67
AT3G48320,5,7,9,15
AT3G48330,125,84,162,172
AT3G48360,6,1,45,2
AT3G48380,138,144,220,252
AT3G48390,1,9,2,26
AT3G48400,4,1,3,6
AT3G48410,179,94,182,108
AT3G48420,39,30,64,42
AT3G48430,223,178,302,356
AT3G48440,36,39,49,64
AT3G48460,79,75,182,138
AT3G48470,68,50,117,70
AT3G48480,46,78,75,78
AT3G48490,43,36,54,52
AT3G48500,266,218,293,269
AT3G48510,36,21,20,18
AT3G48520,8,3,3,0
AT3G48530,72,88,183,197
AT3G48540,30,21,29,22
AT3G48560,1069,1064,1834,1887
AT3G48570,9,11,13,23
AT3G48580,10,5,15,25
AT3G48590,4,5,12,17
AT3G48600,6,7,2,15
AT3G48610,10,9,23,13
AT3G48660,116,118,102,100
AT3G48670,1271,1060,2408,2285
AT3G48680,151,128,150,147
AT3G48690,349,232,709,482
AT3G48700,16,6,18,27
AT3G48710,301,295,457,539
AT3G48730,3226,2443,4716,4050
AT3G48740,27,12,55,91
AT3G48760,144,154,151,198
AT3G48770,32,1,81,3
AT3G48780,101,84,130,130
AT3G48810,31,27,39,59
AT3G48830,25,26,42,57
AT3G48860,21,31,62,45
AT3G48870,207,173,338,342
AT3G48880,4,1,11,18
AT3G48890,192,168,242,283
AT3G48900,5,3,2,3
AT3G48930,14444,12373,19129,17914
AT3G48950,2,0,20,24
AT3G48970,40,71,43,130
AT3G48980,48,60,65,87
AT3G48990,83,37,103,62
AT3G49000,95,96,116,117
AT3G49010,19,33,19,27
AT3G49040,1,0,4,6
AT3G49050,20,15,38,35
AT3G49060,11,24,17,28
AT3G49070,3,5,4,6
AT3G49080,448,341,416,366
AT3G49100,222,152,241,247
AT3G49140,159,160,272,243
AT3G49142,8,5,12,10
AT3G49160,665,340,1592,1193
AT3G49170,202,275,290,400
AT3G49180,427,329,503,581
AT3G49190,8,4,21,5
AT3G49220,32,27,64,44
AT3G49240,243,245,389,364
AT3G49250,102,85,123,145
AT3G49260,150,111,175,131
AT3G49290,44,44,60,56
AT3G49300,29,51,84,177
AT3G49310,43,63,76,62
AT3G49320,52,50,59,81
AT3G49350,69,68,84,100
AT3G49360,13,14,8,11
AT3G49370,6,3,8,3
AT3G49380,18,8,20,15
AT3G49390,14,5,16,3
AT3G49400,4,3,8,5
AT3G49410,4,4,4,5
AT3G49430,617,650,876,872
AT3G49470,523,531,605,642
AT3G49490,125,112,212,171
AT3G49500,104,76,155,170
AT3G49510,13,1,9,1
AT3G49530,1064,1025,1087,1030
AT3G49540,4,11,8,22
AT3G49550,37,29,74,58
AT3G49560,107,76,159,107
AT3G49570,9,2,36,16
AT3G49580,2,0,6,9
AT3G49590,21,31,66,73
AT3G49600,110,88,109,135
AT3G49601,886,790,1389,1412
AT3G49640,36,34,47,67
AT3G49650,19,11,19,35
AT3G49670,1397,1521,1483,1941
AT3G49680,361,405,527,542
AT3G49710,19,22,49,33
AT3G49720,443,376,480,409
AT3G49725,73,51,117,86
AT3G49730,56,47,60,77
AT3G49740,10,2,12,8
AT3G49750,13,6,15,10
AT3G49790,5,2,9,15
AT3G49800,211,167,343,339
AT3G49810,382,302,578,574
AT3G49850,21,56,30,56
AT3G49880,10,11,6,6
AT3G49890,33,20,30,31
AT3G49900,9,7,18,25
AT3G49910,15211,10176,17055,11259
AT3G49920,10,15,29,36
AT3G49940,3,1,22,16
AT3G49950,38,36,54,61
AT3G49990,211,206,284,274
AT3G50000,124,141,204,220
AT3G50040,5,5,1,3
AT3G50050,6,10,6,18
AT3G50060,321,369,315,472
AT3G50070,123,100,228,149
AT3G50080,356,213,456,379
AT3G50100,42,30,60,33
AT3G50110,42,29,51,45
AT3G50180,0,4,0,18
AT3G50200,7,1,21,0
AT3G50210,331,157,515,294
AT3G50230,4,3,8,10
AT3G50240,64,71,78,75
AT3G50340,43,62,59,58
AT3G50360,68,42,58,65
AT3G50370,183,174,247,265
AT3G50380,39,25,59,66
AT3G50410,276,194,350,229
AT3G50420,77,42,118,63
AT3G50430,67,38,152,115
AT3G50500,687,424,1034,657
AT3G50520,24,24,28,36
AT3G50530,29,28,35,35
AT3G50550,20,6,44,14
AT3G50590,116,116,158,186
AT3G50620,160,153,296,351
AT3G50630,4,1,5,7
AT3G50650,19,18,26,35
AT3G50660,105,74,260,278
AT3G50670,758,584,1112,1033
AT3G50685,48,56,67,90
AT3G50690,121,114,200,161
AT3G50700,35,39,69,77
AT3G50750,104,75,116,99
AT3G50760,45,32,29,31
AT3G50770,0,6,1,8
AT3G50780,186,148,274,263
AT3G50790,65,76,81,97
AT3G50800,9,8,15,8
AT3G50810,7,8,22,17
AT3G50820,2281,1624,2876,2333
AT3G50830,32,22,22,27
AT3G50840,5,1,0,7
AT3G50845,14,16,33,24
AT3G50850,9,6,18,19
AT3G50860,45,36,77,55
AT3G50870,54,33,82,79
AT3G50880,93,112,108,134
AT3G50890,42,49,63,71
AT3G50910,22,27,36,29
AT3G50920,97,86,110,134
AT3G50930,29,28,44,56
AT3G50950,86,334,144,519
AT3G50960,11,16,13,18
AT3G50970,23,23,37,25
AT3G50980,11,41,17,146
AT3G50990,12,0,1,21
AT3G51000,3,5,10,20
AT3G51010,456,541,579,687
AT3G51040,24,14,40,26
AT3G51050,306,149,322,188
AT3G51060,3,8,9,6
AT3G51080,6,0,4,4
AT3G51090,15,13,25,15
AT3G51100,41,34,47,76
AT3G51110,96,56,150,99
AT3G51120,50,58,74,79
AT3G51130,50,42,94,76
AT3G51140,97,22,127,29
AT3G51150,257,209,422,374
AT3G51160,703,395,702,446
AT3G51180,12,12,35,24
AT3G51230,46,45,68,50
AT3G51238,17,3,6,7
AT3G51250,299,221,420,375
AT3G51260,786,664,1130,858
AT3G51270,280,312,543,570
AT3G51280,253,208,311,265
AT3G51290,194,207,284,308
AT3G51310,89,87,182,149
AT3G51320,16,26,17,15
AT3G51330,10,12,28,46
AT3G51370,54,20,112,37
AT3G51410,2,4,5,2
AT3G51440,3,3,4,15
AT3G51450,16,15,19,26
AT3G51460,20,16,24,23
AT3G51470,6,3,7,6
AT3G51480,11,19,18,32
AT3G51500,7,1,16,0
AT3G51530,33,27,55,41
AT3G51550,597,525,798,809
AT3G51570,1,4,6,10
AT3G51580,21,21,51,26
AT3G51610,14,22,11,13
AT3G51620,231,150,273,229
AT3G51640,50,12,59,17
AT3G51650,27,11,45,24
AT3G51670,331,331,415,432
AT3G51720,75,62,208,178
AT3G51740,247,267,303,301
AT3G51770,35,32,40,26
AT3G51790,18,37,39,40
AT3G51820,50,59,101,98
AT3G51840,318,311,409,382
AT3G51850,106,102,166,179
AT3G51860,86,73,119,112
AT3G51870,59,69,98,112
AT3G51880,717,574,1006,937
AT3G51890,188,213,286,312
AT3G51910,16,14,145,191
AT3G51920,18,5,29,15
AT3G51930,47,49,87,58
AT3G51940,10,14,13,13
AT3G51950,624,459,957,769
AT3G51970,4,8,12,11
AT3G51980,66,41,77,73
AT3G51990,12,15,16,27
AT3G52030,43,33,58,32
AT3G52050,92,80,145,157
AT3G52060,124,72,271,186
AT3G52072,8,6,10,8
AT3G52090,521,397,583,536
AT3G52100,5,10,26,19
AT3G52105,33,33,61,70
AT3G52110,97,83,148,133
AT3G52115,9,11,11,13
AT3G52120,105,61,102,91
AT3G52140,490,382,649,496
AT3G52155,126,119,255,202
AT3G52170,170,153,207,224
AT3G52180,102,72,184,169
AT3G52190,20,11,14,15
AT3G52200,117,60,123,79
AT3G52210,47,34,45,48
AT3G52220,44,47,51,55
AT3G52230,25,11,12,12
AT3G52240,16,7,28,22
AT3G52250,87,96,137,157
AT3G52260,37,18,64,53
